index,player,tweet,score
770,Kaleb McGary,Oh boy! How about we meet him and learn something! Ex-Husky teammates defend first-round NFL draft pick Kaleb McGary following critical Atlanta article  via ,-1
771,Eric Stokes,   That should’ve been Eric Stokes’ night. It wasn’t bc of him. Releasing it then for clicks and ratings is terrible for such a reputable reporter.,-1
772,Penei Sewell,"  Look how many opt outs still got drafted high. Penei Sewell, Micah Parsons etc. That doesn’t matter whatsoever",-1
773,Brian Burns,"How do you replace Brian Burns?

It's nearly an impossible task for FSU, but having a chance to do so starts by looking inward; Marvin Wilson is the ACC's top returning pass rusher among interior linemen, per PFF:
 ",-1
774,Henry Ruggs III,  Henry Ruggs III 😁😜,-1
775,Brandon Aiyuk,"In rookie drafts, Denzel Mims (#59 overall in the NFL draft) is chosen before these WRs:

#25 Brandon Aiyuk
#34 Michael Pittman 
#42 Laviska Shenault
#46 K.J. Hamler
#49 Chase Claypool
#57 Van Jefferson

Fantasy drafters are higher on Mims than some NFL GMs.",-1
776,Eric Stokes, I like Eric Stokes but he's a few tiers below Surtain.,-1
777,Cole Strange,"New episode of “The Patriots Report” taking you into the weekend with  of . Eric breaks down New England’s draft, and we deconstruct the choice of Cole Strange, look at some other surprise choices...and much more.  ",-1
778,Daniel Jones," Daniel Jones will go down as an all time bust.   Max is right, 2-3 round talent but now he’ll be measured with all other top 6 overall QBs.",-1
779,Jeff Gladney,"Vikings first-round pick Jeff Gladney a confident fit with Mike Zimmer. 

by 
",-1
780,Evan Neal,Having Evan Neal and Andrew Thomas on the both sides. I foresee a good efficient year from DJ and Saq,-1
781,Derrick Brown,"Christian McCaffery will only be 24 years old when the 2020 NFL season starts. Teddy Bridgewater only 27. DJ Moore is 23 and Brian Burns is 22, both just had birthdays last month. Derrick Brown is 22. The core is young, hungry and will only get better. Big things are coming.",-1
782,Daxton Hill,Daxton Hill reminds me of Mike Hilton more than anybody,-1
783,Devin Bush Jr.,Wish my dudes Devin Bush Jr and Justin Layne all the best hope they kill it 14 games a season ,-1
784,Clelin Ferrell,"Clelin Ferrell and Maxx Crosby going through bag drills.

Crosby translates these drills to his game tape. (Check thread) ",-1
785,Gregory Rousseau,"Look how big and long this Gregory Rousseau is...

He makes an NFL Head Coach and a GM look like Jorge Chavez. 

He got 15.5 Sacks as a 19yo Freshman. Only 1 behind Chase Young. They were ugly sacks. He tripped QBs up. He's like a Venus Flytrap. QBs stumble into his Sacks. ",-1
786,Charles Cross,"Charles Cross, Boye Mafe, Ken Walker and Abe Lucas talking with reporters after their first mini-camp practice with the Seahawks. ",-1
787,Zaven Collins, Rondale Moore and Zaven Collins,-1
788,Derrick Brown,"Gross-matos and Derrick Brown

That's it. That's the tweet.
",-1
789,AJ Terrell,Study: Atlanta PLAYING CHESS drafting PHYSICAL AJ Terrell!!  via ,-1
790,Kwity Paye,The Colts draft room was pretty excited when the Giants didn’t take Kwity Paye at 20. ,-1
791,Clyde Edwards-Helaire, Clyde Edwards-Helaire,-1
792,Montez Sweat,"Damn, the Bucs were potentially gonna take Montez Sweat over Josh Allen ",-1
793,CeeDee Lamb,CeeDee Lamb no bias ,-1
794,Jeffery Simmons,I don’t really think we realize how good Jeffery Simmons is going to be when he’s ready to play. ,-1
795,Charles Cross,"     Welcome Charles Cross
to the Seahawks!!!!
May the Lord richly bless you n yours.",-1
796,K'Lavon Chaisson, If you said anything other than K’Lavon Chaisson you’re wrong. Because Yann is likely not playing for us this season.,-1
797,Eric Stokes,"  Eric Stokes or Tyson Campbell, Asante Samuel would have been better value picks than Turner",-1
798,Ahmad Gardner,"One analyst thinks Ahmad Gardner and Desmond Ridder are going to have a BIG TIME impact on their new team’s as rookies…

 ",-1
799,Travis Etienne,"🚨TOP 5: Running Backs novatos para Fantasy Football en la NFL 2021:

1. Najee Harris - Steelers
2. Travis Etienne - Jaguars
3. Michael Carter - Jets
4. Javonte Williams - Denver
5. Trey Sermor - 49ers

🧵Abrimos hilo con proyección y potencial para 🧵 ",-1
800,Ikem Ekwonu,"Please don’t forget to follow your 2022 Carolina Panthers draft class! 

Ikem Ekwonu: 

Matt Corral:  

Brandon Smith: 

Amaré Barno:  

Cade Mays:  

Kalon Barnes:  

  ",-1
801,Montez Sweat,"Dynasty rookie draft-Grade?
3.05 - Miles Boykin
3.10 - Bruce Anderson 
(own Peyton Barber)
5.08 - Montez Sweat
5.10 - James Williams
 
        ",-1
802,DeVonta Smith,"Most receiving yards after catch in CFB last season (WRs)

🔥 DeVonta Smith - 953
🔥 Amari Rodgers - 613
🔥 Jaelon Darden - 571 ",-1
803,Austin Jackson,      Mfs drafted Austin Jackson and Igbinoghene both way too early but all of a sudden they got all that talent lmfao,-1
804,George Karlaftis,"Chiefs sign first-round pick George Karlaftis to rookie contract
",-1
805,Derek Stingley,And don’t even get me started on Derek Stingley Jr. What the fuck was that?! Take off your sunnies mate. You’re not   ,-1
806,Kayvon Thibodeaux,Giants got steal of NFL Draft in Kayvon Thibodeaux ,-1
807,Quinnen Williams,Recent trends say Jets' first-round pick Quinnen Williams will be a star  ,-1
808,Micah Parsons,           Micah parsons easily,-1
809,Ikem Ekwonu,"Trending:  draft board revealed (via  &amp; ):

1/ Kayvon Thibodeaux 
2/ Evan Neal
3/ Aidan Hutchinson
4/ Garrett Wilson
5/ Sauce Gardner
6/ Derek Stingley
7/ Travon Walker
8/ Kyle Hamilton
9/ Ikem Ekwonu
10/ Drake Londo",-1
810,Trevor Lawrence,"First look at Jacksonville's new QB1 👀

Watch Trevor Lawrence discuss being under the media microscope, and his mentality entering the NFL:  ",-1
811,Jalen Reagor, Not sure about rookie RBs but I'm definitely targeting Justin Jefferson and Jalen Reagor.,-1
812,Jordyn Brooks,"We caught up with Texas Tech defensive coordination , who told us about how Jordyn Brooks became a first round NFL Draft pick. Full story:
",-1
813,Trey Lance,He must’ve thought he was trey lance or something 🤣🤣🤣😭 #49ers ,-1
814,Justin Herbert," Justin Herbert will benefit from being surrounded with Keenan Allen, Mike Williams, and Hunter Henry.
Still have my concerns about him though after watching the Pac12 especially the 2018 game with Oregon against WSU. Where he looked poor for a large portion of that game.",-1
815,Penei Sewell,"Pensando na linha ofensiva, os Lions buscam certeza e renovam com seu center! O 22° melhor iOL da liga segundo o PFF e o mesmo site botou a linha ofensiva dos Lions em 13°, no fim de 2020 sem contar com Penei Sewell, já o site Football outsiders considerou que é o 11° conjunto. ",-1
816,T.J. Hockenson,"Initial projections for  TE T.J. Hockenson:

63 targets
42 catches
487 yards
4 TDs

Would have made him PPR TE16 last year.",-1
817,Johnathan Abram,Photo by USA Today With the signing of veteran Lamarcus Joyner and the drafting of Johnathan Abram... ,-1
818,Jeff Okudah,"Jeff Okudah is showing his  already 🦁

",-1
819,Garrett Wilson,"LIGA DISQUE ANALISTAS

Pick 4: Garrett Wilson, WR, NY Jets

“Me gusta mucho su talento, tuvo una gran producción a pesar de Olave y Smith-Njigba.. bueno para correr rutas y yardas después de la recepción. Me fui por un pick seguro.” -  ",-1
820,Nick Bosa,"Nick Bosa’s tweets on Trump, Kaepernick had no impact on 49ers drafting him, team president says | Fox News ",-1
821,Kenyon Green,      Based on what Jerry said (grain of salt I know) Smith was ranked ahead of Zion and Kenyon Gree,-1
822,Darnell Savage Jr.,"Congrats to four  football players selected in the 2019 NFL Draft: Darnell Savage Jr. (Green Bay Packers), Byron Cowart (New England Patriots), Ty Johnson (Detroit Lions), and Derwin Gray (Pittsburgh Steelers). Go Terps!  ",-1
823,Rashod Bateman,"Fantasy Analysts:  Don’t buy QB X - he’s guaranteed to regress!

Also Fantasy Analysts:  Don’t buy Rashod Bateman.  Ravens were last in pass attempts!

Me:  After having some issues on offense last year, why is it unreasonable to think they will regress to the mean and throw more",-1
824,Brandon Aiyuk,"         Ahhh, true, true. Good rebuttal. Is Laviska Shenault or Brandon Aiyuk still there?",-1
825,Patrick Queen," Malik Harrison and Patrick Queen starting day one, with michael pierce and justin madibuike on the inside including calais campbell and judon and derek at the DE spots 🔥🔥",-1
826,Charles Cross,Pete Carroll on Charles Cross and Abe Lucas and initial impression: “These guys are too good athletically. … it’s just not going to be a big transition like we might think.”,-1
827,Jeff Okudah," Jeff OKudah 
-O/U passer rating against
-O/U yards allowed
-O/U completion %",-1
828,Ed Oliver, WEEKEND  Score BIG with Mindy  all weekend. Auto entry for Ed Oliver  jersey. get your entries  ,-1
829,Rashod Bateman,"Ravens rookie class jersey numbers:
Rashod Bateman - 12
Odafe Oweh - 99
Ben Cleveland - 66
Brandon Stephens - 21
Tylan Wallace - 16
Shaun Wade - 29
Daelin Hayes - 59
Ben Mason - 38

",-1
830,Kaleb McGary,From : Ex-Husky teammates defend first-round NFL draft pick Kaleb McGary following critical Atlanta article    ,-1
831,Darnell Savage Jr.,Darnell Savage Jr. was 'Born Ready' to play for the Packers  ,-1
832,Jalen Reagor,"1QB dynasty rookie draft from the 1.12:

1.12 Jalen Reagor
2.09 Tua 
2.12 DeeJay Dallas
3.12 Eno Benjamin
4.07 Gabriel Davis
4.12 KJ Hill 
5.12 Thaddeus Moss

 ",-1
833,Marquise Brown,"  Solid B man. If Haskins pans out, that pushes your class up there. A lot of safe picks IMO. Marquise Brown at 2.03 is high ceiling and he could boom for you. Check out my rookie rankings.
",-1
834,Micah Parsons,"The Dallas Cowboys drafted Micah Parsons one week ago today.

Since then their defense has undergone a number of changes both in the immediate moment and for the long-term. ",-1
835,CeeDee Lamb, I’m down 700 followers since CeeDee Lamb-gate.,-1
836,Najee Harris,"Najee Harris was one of the most dominant backs in College Football and could very well be a dominant force in Pittsburgh

",-1
837,Jordan Love,I drafted a lot of Jordan Love in the late 2nd of superflex drafts. Some day he will be about to get a start and I will sell him for a 1st in every league. Delaying gratification is the best way to build value.,-1
838,Gregory Rousseau,"With the 30th pick of the #2021NFLDraft, the  selected Gregory Rousseau.

 details just what the stud EDGE from The U brings to the AFC East Champs.

",-1
839,Damon Arnette,  Arnette and Robertson gonna make an immediate impact and bring more “swag” back to the D...Raiders got some dawgs on the defensive/offensive ( and ST ) side of the ball ... It all looks good on paper... hope it translates to reality ☠️🏴‍☠️⚔️,-1
840,Jaycee Horn,(os Saints tentaram subir para o top 10 para pegarem o Jaycee Horn ou o Patrick Surtain)  ,-1
841,Kaleb McGary,"Ex-Husky teammates defend first-round NFL draft pick Kaleb McGary following critical Atlanta article, via  

",-1
842,Kwity Paye,The  signed first-round draft pick Kwity Paye. The first of this year’s Round 1 picks to ink his rookie contract.,-1
843,Kyle Pitts,Falcons fans going up for Kyle Pitts. ,-1
844,Garrett Wilson, Soon to be Garrett Wilson! ,-1
845,Aidan Hutchinson, As a former NFL scout… Aidan Hutchinson is better than all of them,-1
846,Deandre Baker,"Giants news, 5/5: Two players injured, Julian Love and DeAndre Baker making their marks  via  ",-1
847,Eric Stokes, @_jamane_ Asanti Samuel jr &gt; Eric stokes,-1
848,Garrett Wilson,  Garrett Wilson could be in that same mix with them as well but he'd be 8 to me just behind them,-1
849,Najee Harris,"Yeehaw! Listen to the premiere of our podcast!

 x  talking the top fantasy rookies from the NFL Draft: Trevor Lawrence, Najee Harris, Ja'Marr Chase &amp; more

Apple: 
Spotify: 

",-1
850,Justin Jefferson," SF, .5ppr
1.09 - Justin Herbert
1.11 - Jalen Reagor
2.03 - Justin Jefferson
2.05 - Tyrod Taylor (FA vets are included in our rookie draft)
2.09 - Brandon Aiyuk
2.12 - Laviska Shenault
3.06 - Joshua Kelley
3.08 - Lamical Perine
3.09 - Adam Trautman
3.10 - Darrynton Evans",-1
851,T.J. Hockenson,What can Lions expect from T.J. Hockenson in Year 1? ,-1
852,Marquise Brown,"🏈  -  2019 Offensive Rookie of the Year

Kyler Murray @ 3.25
Daniel Jones @ 19.00
Drew Lock @ 13.00
Dwayne Haskins @ 8.50
T.J. Hockenson @ 13.00
Marquise Brown @ 11.00
Noah Fant @ 21.00

More:  ",-1
853,Kyle Hamilton,Ravens GM Did Not Expect Kyle Hamilton to Be Available ,-1
854,Quay Walker,"Quay Walker with teaching tape gorgeous coverage on Tyler Goodson he turned around, became the receiver and made the pick. A true wow play at rookie minicamp from Walker.",-1
855,Damon Arnette,      Love this vid! What is the music playing?,-1
856,Marquise Brown,Can someone explain to me why they’re drafting Marquise Brown as early as round 1 when his QB has stat’s like this? I’m genuinely confused and can’t stress it enough that no wide out on Baltimore will be top 24 this season in total fantasy points. Let’s talk about it🗣🗣 ,-1
857,Trent McDuffie,  This boy will clamp Devante Adams to 1 catch for -6 yards and 0 TDs.,-1
858,Tyler Linderbaum,Why Ravens fans should be excited about Tyler Linderbaum  via ,-1
859,Ikem Ekwonu,As detailed in a tremendous deep dive by Darin Gantt of  Ikem Ekwonu was GM Scott Fitterer’s No. 1 prospect all along.  ,-1
860,Tristan Wirfs,"OT 20 yard shuttle rankings

1. Ezra Cleveland 4.46
2. Andrew Thomas 4.66
3. Tristan Wirfs 4.68
4. Jon Runyan 4.69
5. Alex Taylor 4.79
6. Jedrick Wills 4.84
7. Charlie Heck 4.86
8. Matthew Peart 4.92

Shuttle measures speed &amp; agility in short areas. WAY more important than a 40.",-1
861,Jamin Davis, Jamin Davis ,-1
862,Tua Tagovailoa,"Tua Tagovailoa deciding yesterday to wear No. 1 with the Dolphins, was a respectful move. Because, he wanted to wear No.13 with them but Dan Marino wore that number and it's retired by the Dolphins. Wow.",-1
863,Clyde Edwards-Helaire,"Patrick Mahomes Joins to Talk Alex Smith, Clyde Edwards-Helaire &amp; More | In the Trenches 5/4  ",-1
864,Kaleb McGary,"10 of the 32 first round picks went to the Senior Bowl.

Does anyone think Tytus Howard or Kaleb McGary would have gone in round one if not for the SB?  
Or Lindstrom at 14? 

If you’re a senior, and you aren’t considered an absolute lock first round pick, you really should go",-1
865,Chase Young,If this is real... I think we’ll see Bengals vs Redskins Week 1. #1 Overall Pick Joe Burrow vs #2 Overall Pick Chase Young!  ,-1
866,Justin Fields,Patriots messed up by not trading for Justin Fields.,-1
867,Devin Lloyd, Devin Lloyd is a better athlete than Myles Jack 💯 and he’s a better linebacker as we,-1
868,Kayvon Thibodeaux,Kayvon Thibodeaux Rookie Card RC Or  ,-1
869,Deandre Baker,2019 DEANDRE BAKER LEAF METAL DRAFT PRISMATIC PINK BOLD AUTO PROOF #1/1 GEORGIA: $59.99 (0 Bids) End Date: Saturday May-4-2019 14:03:38 PDT Bid now | Add to watch list  ,-1
870,Devin Lloyd," New Jaguars DC was a Super Bowl winning LBs Coach, that coached Devin White......he now has Devin Lloyd ",-1
871,Christian Darrisaw,"My  draft grade: B+

Christian Darrisaw - B+

The value of the trade down was good but this is a prospect grade. Darrisaw looks to be a solid prospect but I'm not sure if he's elite and has the mental makeup to block against relentless speed rushers",-1
872,Kayvon Thibodeaux, Kayvon Thibodeaux 🗽🔵🔴,-1
873,Caleb Farley,   But you are right he is a second round pick who shouldn’t have been picked up Caleb Farley will be better than the cornerbacks cards did sign.,-1
874,Devin White,"Don't miss out on this week's  SR's Fab 5. Find out why Devin White is a legend in the making.

",-1
875,Patrick Queen, Patrick queen...,-1
876,Zach Wilson, tirando o zach wilson pq n tem como saber,-1
877,Devonte Wyatt,"Devonte Wyatt y  🧀 acuerdan términos por 4 temporadas y $12.86M con un bono por firmar de $6.53M garantizados.

 |     ",-1
878,Javon Kinlaw,"    I think that 
Jonathan Allen
DaRon Payne
Matthew Ioannidis
Ryan Kerrigan
Montez Sweat
Ryan Anderson
Chase Young

is better than

Nick Bosa
Arik Armstead
Dee Ford
Solomon Thomas
Javon Kinlaw",-1
879,Austin Jackson," Austin Jackson has many of the same traits Bolles did coming out, but he's also 20.",-1
880,Tyler Smith,"Got to say the more tape I watch of Tyler Smith the more I like it ans accept that my initial judgment was wrong, always knew he was nasty and a great run blocker, but I see more and more why the  and Titans were so high on him. ",-1
881,Damon Arnette,  The new Judge!,-1
882,Damon Arnette,The raiders are in their own world and it’s pretty funny. Take clelin ferrell (who I had to google to find out spelling) with the 4th overall pick last year and was a massive reach. Proven last year. Now Damon Arnette?? He can’t even manage a 4.45 40 yard dash,-1
883,Justin Jefferson,Justin Jefferson is... ,-1
884,Jahan Dotson,Catching up with Jahan Dotson. ,-1
885,Ikem Ekwonu,"Landing Ikem Ekwonu with the sixth pick was a steal for the Carolina Panthers. 

NFC South Draft Grades  ",-1
886,Christian Darrisaw,"Only power five OL with 90+ pass and run blocking grades last season:

💥 Vikings OT Christian Darrisaw ",-1
887,Aidan Hutchinson," Watched Religiously since 2015 

3 Favorite Players:
Jake Butt
Jabrill Peppers
Aidan Hutchinson

3 Favorite Games:
2021 Ohio State
2021 Iowa
2015 Minnesota",-1
888,AJ Terrell, Another know nothing trying to show everyone how much smarter he is. Although he is right about AJ Terrell from Clemson. I have no idea why he went in round one.,-1
889,Quay Walker,  Devont’e Wyatt and Quay Walker&gt;,-1
890,Kadarius Toney,"Idk why people think this move means they’re doing something with James Robinson. I think this move means you have Robinson as 1A, Etienne as 1B. They’re calling Travis their “slash” player. To me that means he’s their answer to what they wanted with Kadarius Toney. ",-1
891,Jedrick Wills Jr.,"With the 10th pick in the draft, The Cleveland Browns select tackle Jedrick Wills, Jr, Alabama. Roll Tide ",-1
892,Rashawn Slater,"If the James happens before the draft, Rashawn Slater is taken at pick nine",-1
893,Rashod Bateman,Don't fade Rashod Bateman since he's on the Ravens I'm getting AJ Brown flashbacks,-1
894,Justin Jefferson,     Jalen reagor over Justin Jefferson and allowed the cowboys to take lamb when you guys could’ve traded up,-1
895,Montez Sweat,"  4) Ed Oliver
24) Montez Sweat
27) Byron Murphy",-1
896,Treylon Burks,The one with Treylon Burks ,-1
897,Brian Burns,"1st-DE Brian Burns Florida State
3rd-LG Michael Deiter Wisconsin
5th-DE / dt Kingsley kee kee 
6th-OT Isaiah Prince Ohio State
7th-OG Beau Benzschawel Wisconsin
7th-RB dezine Nebraska",-1
898,Jeff Okudah, how does jeff okudah have a face and isn’t his number 1,-1
899,Jordyn Brooks,John Schneider considered Jordyn Brooks to be best fit among linebackers  via ,-1
900,Ahmad Gardner,"🏈 NFL Draft Prospect: Ahmad Gardner, CB, Cincinnati with Vincent Turner ...  via   #2022nfldraft ",-1
901,Damon Arnette,   Casual fan huh,-1
902,T.J. Hockenson,"            Week 1 lineup  (12th pick) 

QB Drew Brees
RB Melvin Gordon
RB Le’Veon Bell
WR Cooper Kupp 
WR Allen Robinson 
TE T. J. Hockenson
Flex Sony Michel 
Flex Courtland Sutton 

It still needs a little work but I think I’ll be competitive.",-1
903,CeeDee Lamb,Why CeeDee Lamb slipped in the 2020 NFL Draft - ,-1
904,Clyde Edwards-Helaire,Why  fans should be excited about Clyde Edwards-Helaire | from   ,-1
905,Garrett Wilson,"   Stroud is the best QB, Robinson is the best RB with Henderson right behind, and JSN is easily the best receiver. He would’ve been the best receiver in the country last year had he not been playing with Garrett Wilson and Olave.",-1
906,K'Lavon Chaisson,. starts at 9:00; what do  and  think of K'Lavon Chaisson. ,-1
907,Drake London,"LIGA DISQUE ANALISTAS

Pick 2: Drake London, WR, Atlanta Falcons

“London llega a ser el WR1 en ATL. Máquina de targets y en PPR. Ante mi necesidad de WR, incluso pensé elegirlo en el 1.01.” -  ",-1
908,Chris Olave,"If you draft Justyn Ross over Chris Olave, I hope you never win another fantasy championship. ",-1
909,Quay Walker,"Torcedores calma, é só o primeiro dia dele treinando🤭.

Quay Walker fez uma interceptação no fundo do campo. Teve um passe defendido no início do treino. Ele cobre muito terreno com velocidade e comprimento.

🗞️ 

 | ",-1
910,Henry Ruggs III,"Was finally able to listen to this interview with Coach Saban. Great job, ⁦⁩ 👏🏽👏🏽👏🏽 Really enjoyed Saban’s insights. Good questions. : Upon Further Review: Nick Saban talks Henry Ruggs III and Josh Jacobs
",-1
911,Payton Turner,Definitely not Payton Turner 🥴   ,-1
912,Trey Lance,"Which 1st-Round Rookie QB Matchup are you most excited to see in 2021 (assumes start)?

SF Trey Lance vs CHI Justin Fields

NYJ Zach Wilson vs JAX Trevor Lawrence

JAX Trevor Lawrence vs SF  Trey Lance

NYJ Zach Wilson vs NE Mac Jones

",-1
913,Kwity Paye,The ESPN SC Feature on Kwity Paye was phenomenal. Easy to root for cats like him.,-1
914,Zion Johnson,"A week ago Zion Johnson was selected with pick 1⃣7⃣ in the . 

@_ZJ77  relived his draft night ☎️ call with the  on . ",-1
915,Justin Jefferson,Day 12 of Justin Jefferson hours! Drop a “✈️” down below! ,-1
916,Justin Herbert,All 2020 NFL Draft First Round QB's Jersey numbers are official. No. 1  Tua Tagovailoa (Dolphins) No.10  Justin Herbert (Chargers) No.9  Joe Burrow (Bengals)  No.10  Jordan Love (Packers) ,-1
917,Isaiah Simmons,Karlos Dansby makes his case for the Hall of Fame; Sees some of himself in Isaiah Simmons ,-1
918,CeeDee Lamb," His behavior is perfectly normal, It's upsetting that the Cowboys stole CeeDee Lamb in round one, while the Eagles say on their thumbs.",-1
919,Jalen Reagor,"                                Y’all don’t worry about tagging me, that’s fine, I’ll stick to my peeps

QB Dak Prescott
RB Todd Gurley
WR Tyler Lockett
TE Irv Smith
FLEX Jalen Reagor

    ",-1
920,Isaiah Wilson,"The Titans' decision to draft Isaiah Wilson in the first round created a different perspective on Dennis Kelly's recent contract extension and his future with the team.   
 ",-1
921,Jordan Love,Mike Silver on Aaron Rodgers’ Reaction to Packers Drafting QB Jordan Love | The Rich Eisen Show  ,-1
922,Justin Fields,"Justin Fields ganhando presente de Natal: 😐

Justin Fields lançando um TD game-winner:😐

Justin Fields sendo draftado:
😐

Justin Fields c a morena: 😐 ",-1
923,Kyler Murray,Pick it Apart! Kyler Murray ,-1
924,Tristan Wirfs,"Happy  Podcast Friday! 

This week's guests include 's Geno Stone, Nate Stanley &amp; Tristan Wirfs.

To tune in, visit  or your favorite podcasting platforms. ",-1
925,Greg Newsome II," Agreed expect 1. DROY will be
 Greg Newsome II. Imo is already the best corner on the team. Denzel better be prepared. Teams will target him a lot and stay away from Newsome.",-1
926,Jerry Jeudy,"Watching Jerry Jeudy run routes (or stop, abruptly, during them) is this visceral, uncomfortable experience that suggests something isn't right.  No one should be able to move in that way. It is spectacular and terrifying.  I have never seen anything like this.",-1
927,Javon Kinlaw,"✉️ 49ers Rumors Mailbag ✉️

 answered your questions in our latest mailbag edition of the #49ers Report 🏈

- Sign a free agent CB?
- Draft a 1st Rd. CB in 2021?
- Javon Kinlaw's potential
- 49ers team captains?

🔻WATCH NOW🔻
",-1
928,Kenneth Murray, Kenneth Murray finna eat same with bosa and Ingram,-1
929,Jonah Williams,Walker had a solid day against Jonah Williams. Walker was able to use his long arms to push Williams back and the swiped his arms away to work back inside. Solid ability to string moves together and work relentlessly for the sack. (Note: hands to face foul called on Walker) ,-1
930,Kyler Murray, Lol got Kyler Murray as Gogeta,-1
931,Patrick Surtain II,"Defensive Rookie of the Year odds:

Micah Parsons +450
Kwity Paye +900
Patrick Surtain II +1000
Jaelan Phillips +1000
Jeremiah Owusu-Koramoah +1200
Zaven Collins +1400
Jaycee Horn +1500
Jamin Davis +1600
Gregory Rousseau +2000
Azeez Ojulari +2000",-1
932,Ja'Marr Chase," Everyone was blasting Ja’Marr Chase on a Facebook group for sitting out 2020, then cheering him on for wearing an LSU pin at the draft. So many like to pass judgement when they should just shut up.",-1
933,Rashod Bateman," How do you feel about Rashod Bateman landing in Baltimore? I know he was high up on your dynasty rankings, but did that drop hin significantly? He was one of my favorite players.",-1
934,Kenyon Green,"Couple positive observations from the .

- It's clear the  had a plan at G heading into the draft. No need to draft Kenyon Green/Zion Johnson round 1.

- Trade back from #11 recouped one third from Wentz trade. Schreff Compensatory Pick recoups another.",-1
935,Garrett Wilson, Loved that game but that Garrett Wilson HOF #5 jersey going to go WAYYY harder. Mike caught lightning in a bottle 🤣,-1
936,Charles Cross," reminds me of john schneider standing on a chair for pictures with charles cross lol
",-1
937,Christian Darrisaw,"My guess: Vikings were trading up to 17 to take Christian Darrisaw, who was there for them at 23 anyway. Raiders moving down to 23 would have had Alex Leatherwood there anyway. Raiders were dumb to say no, Vikings were lucky that Raiders were dumb. ",-1
938,Jeff Okudah,5️⃣ things to know about Jeff Okudah:  ,-1
939,Damon Arnette,  *wait,-1
940,Kyler Murray,"The Top NFL Prop Bets for Rookie QBs: Kyler Murray, Haskins, and Jones ",-1
941,Zaven Collins,🍷 Don't miss your chance to bid on autographed Zaven Collins memorabilia!  Register today at  🍾   ,-1
942,Caleb Farley,"You can tell who went strictly by their player evals and had odd ones.

Injured Caleb Farley, A
Jaycee Horn, D

Najee Harris to a team that needed OL, A
Micah Parsons, D
Odafe Oweh, F ",-1
943,Isaiah Wilson,"At 6’6 350 pounds Isaiah Wilson is a mountain of man! Gets off the line of scrimmage fast for a guy his size, I pray for whoever lines up against him! @_LayZay_ is going to be a force at the next level! ",-1
944,Noah Igbinoghene,The latest from  and his film breakdown of Noah Igbinoghene  ,-1
945,Noah Igbinoghene,2nd game of noah igbinoghene vs Minnesota (bowl game)   wasn't even fun to watch. They never targeted Him.      But  he tackles if he has to in the run game but there is definitely lack of interest there. But cover skills are on point,-1
946,Kayvon Thibodeaux,"Here’s a list of rookies not named Kayvon Thibodeaux or Evan Neal that I think start at some point or another next season

1. Wan’Dale Robinson 
2. Joshua Ezeudu
3. Cor’Dale Flott
4. Daniel Bellinger 
5. Dane Belton 
6. Micah McFadden 

",-1
947,Christian Darrisaw, Christian Darrisaw.,-1
948,Kadarius Toney,I have to stop myself from watching Kadarius Toney highlights everyday.,-1
949,Patrick Surtain II," 
💯💯💯
Von Miller GOES CRAZY after Broncos DRAFT Patrick Surtain II in FIRST RO...  via ",-1
950,Garrett Wilson,because Garrett Wilson and Jermaine Johnson were not drafted by the Jets the day before if you weren’t aware btw ,-1
951,Jameson Williams,Jameson Williams was just tired on draft day. 😅 ,-1
952,George Karlaftis, draft pick George Karlaftis already has his dog representing   ,-1
953,Zaven Collins,Cardinals owner piloted his private jet to scoop up top pick Zaven Collins after draft  ,-1
954,Patrick Surtain II," Packer Trade Aaron Rodger, Eric Stokes and Royce Newman to Denver Broncos
Broncos trade Patrick Surtain II, Quinn Meinertz and 2022 and 2023 1st round Picks",-1
955,Kenny Pickett, any other receiver that pass is an interception and we don’t win the coastal and kenny pickett isn’t a heisman finalist,-1
956,Kayvon Thibodeaux,(2) Kayvon Thibodeaux Is Driven To Dominate On And Off The Field - YouTube ,-1
957,Aidan Hutchinson,"With Aidan Hutchinson in the wing, let’s spark some debate until he makes his debut. ",-1
958,Brandon Aiyuk,"Remember when the 49ers drafted: 

Dante Pettis 2.12. the next WR drafted was Christian Kirk at 2.15

Then Deebo Samuel at 2.04. the next WR drafted was AJ Brown at 2.19

Then Brandon Aiyuk at 1.25. the next WR drafted was Tee Higgins at 2.01

*Shan-a-han  Shan-a-han  Shan-a-han ",-1
959,Alijah Vera-Tucker,"Tylan Wallace +10000
Ian Book +10000
Jamie Newman +10000
Jaret Patterson +10000
Kylin Hill +10000
Kellen Mond +10000
Kenneth Gainwell +10000
Dwayne Eskridge +15000
Nico Collins +15000
Penei Sewell +15000
Rashawn Slater +20000
Christian Darrisaw +30000
Alijah Vera-Tucker +30000",-1
960,Jaylen Waddle,The Dolphins have a real chance to turn Bobby McCain and Jakeem Grant into Jevon Holland and Jaylen Waddle. Major W. ,-1
961,Lewis Cine," Aside from the 3 you’ve named I really like the following:
Devin Lloyd LB JAX 
Kyle Hamilton S BAL
George Karlaftis DE KC
Arnold Ebiketie DE ATL 
Channing Tindall LB MIA
Lewis Cine S MIN
Quay Walker LB GB
Jaquan Brisket S CHI

These players should be on the field a lot right away",-1
